"Cst_Cnt","Depth_zone","mean_ChlorA","mean_NO2uM","mean_NO3uM","mean_O2ml_L","mean_O2Sat","mean_Phaeop","mean_PO4uM","mean_Salnty","mean_SiO3uM","mean_T_degC","Bottom_D","Distance","Lat_Dec","Lon_Dec","IntChl","Year","Quarter","Water_density_class","Dist_cat"
32398,"Deep",0.0125,0,30.5545454545455,1.88727272727273,28.8727272727273,0.03,2.38272727272727,34.042,46.2636363636364,7.98727272727273,1833,-134.207,31.848333,-119.57,29.2,2010,2,"Intermediate","Transición"
32399,"Very shallow",0.09,0,0.06,5.82,101.84,0.02,0.36,33.1052,2.7,15.352,3935,-173.366,31.523333,-120.235,17.7,2010,2,"Light","Transición"
32399,"Shallow",0.1475,0,0,5.85,101.75,0.0475,0.345,33.07775,2.375,15.0575,3935,-173.366,31.523333,-120.235,17.7,2010,2,"Light","Transición"
32399,"Intermediate",0.29,0,2.86666666666667,5.72,95.9666666666667,0.21,0.553333333333333,33.1053333333333,4.43333333333333,13.2566666666667,3935,-173.366,31.523333,-120.235,17.7,2010,2,"Light","Transición"
32400,"Very shallow",0.08,0,0.06,5.724,102.06,0.02,0.32,33.2708,1.86,16.234,3823,-213.874,31.181667,-120.916667,24.1,2010,2,"Light","Costera"
32400,"Shallow",0.118,0,0,5.746,101.88,0.038,0.33,33.263,2.12,15.97,3823,-213.874,31.181667,-120.916667,24.1,2010,2,"Light","Costera"
32400,"Intermediate",0.3,0.035,2.25,5.615,94.75,0.23,0.53,33.234,3.85,13.485,3823,-213.874,31.181667,-120.916667,24.1,2010,2,"Light","Costera"
32400,"Deep",0.0325,0.005,28.16,2.445,37.69,0.0475,2.191,33.8969,42.81,8.091,3823,-213.874,31.181667,-120.916667,24.1,2010,2,"Intermediate","Costera"
32401,"Very shallow",0.0725,0,0,5.7275,101.975,0.01,0.33,33.24275,1.65,16.185,4084,-253.723,30.848333,-121.586667,33.4,2010,2,"Light","Costera"
32401,"Shallow",0.1175,0,0,5.775,102.15,0.0175,0.3325,33.20575,2.025,15.8625,4084,-253.723,30.848333,-121.586667,33.4,2010,2,"Light","Costera"
32401,"Intermediate",0.446,0.036,1.62,5.71,96.72,0.306,0.506,33.2028,3.52,13.702,4084,-253.723,30.848333,-121.586667,33.4,2010,2,"Light","Costera"
32401,"Deep",0.0633333333333333,0.001,29.35,2.228,34.3,0.09,2.287,33.9388,44.42,8.068,4084,-253.723,30.848333,-121.586667,33.4,2010,2,"Intermediate","Costera"
32402,"Very shallow",0.09,0,0.1,5.73,101.8,0.01,0.3525,33.21075,2.675,16.065,4176,-293.736,30.508333,-122.253333,27.6,2010,2,"Light","Costera"
32402,"Shallow",0.116666666666667,0,0.0333333333333333,5.77333333333333,101.9,0.02,0.34,33.1936666666667,2.1,15.75,4176,-293.736,30.508333,-122.253333,27.6,2010,2,"Light","Costera"
32402,"Intermediate",0.272,0.036,1.16,5.686,97.36,0.168,0.44,33.2296,3.12,14.224,4176,-293.736,30.508333,-122.253333,27.6,2010,2,"Light","Costera"
32402,"Deep",0.056,0.00416666666666667,28.5166666666667,2.26666666666667,34.9666666666667,0.064,2.22583333333333,33.9314166666667,42.5916666666667,8.22,4176,-293.736,30.508333,-122.253333,27.6,2010,2,"Intermediate","Costera"
32403,"Very shallow",0.08,0,0,5.7175,101.55,0.0225,0.32,33.24,2.125,16.065,3778,-333.387,30.183333,-122.92,19.7,2010,2,"Light","Costera"
32403,"Shallow",0.085,0,0,5.7475,101.925,0.03,0.32,33.238,2.05,15.975,3778,-333.387,30.183333,-122.92,19.7,2010,2,"Light","Costera"
32403,"Intermediate",0.21,0.028,0.9,5.688,98.4,0.158,0.398,33.28,2.74,14.722,3778,-333.387,30.183333,-122.92,19.7,2010,2,"Light","Costera"
32403,"Deep",0.026,0,27.6583333333333,2.61083333333333,40.1083333333333,0.04,2.13666666666667,33.8690833333333,41.4833333333333,8.10083333333333,3778,-333.387,30.183333,-122.92,19.7,2010,2,"Intermediate","Costera"
32404,"Very shallow",0.08,0,0.06,5.768,102.56,0.02,0.336,33.2508,2.24,16.108,3817,-333.483,30.185,-122.923333,6.6,2010,2,"Light","Costera"
32404,"Shallow",0.076,0,0,5.748,102.14,0.02,0.324,33.2476,1.86,16.074,3817,-333.483,30.185,-122.923333,6.6,2010,2,"Light","Costera"
32404,"Intermediate",0.13,0,0,5.815,102.3,0.05,0.32,33.2415,1.8,15.605,3817,-333.483,30.185,-122.923333,6.6,2010,2,"Light","Costera"
32405,"Very shallow",0.1,0,0,5.872,103.6,0.02,0.33,33.1198,2.16,15.744,4079,-373.336,29.845,-123.581667,28.9,2010,2,"Light","Costera"
32405,"Shallow",0.13,0,0,5.88,102.9,0.0366666666666667,0.33,33.0943333333333,2.23333333333333,15.36,4079,-373.336,29.845,-123.581667,28.9,2010,2,"Light","Costera"
32405,"Intermediate",0.37,0.074,0.96,5.798,98.5,0.37,0.444,33.1464,2.6,13.882,4079,-373.336,29.845,-123.581667,28.9,2010,2,"Light","Costera"
32405,"Deep",0.0425,0.000909090909090909,27.8909090909091,2.53272727272727,39.1,0.0575,2.14,33.856,41.6545454545455,8.15636363636364,4079,-373.336,29.845,-123.581667,28.9,2010,2,"Intermediate","Costera"
32406,"Very shallow",15.62,0.22,3.26,7.052,118.76,2.044,0.57,33.4978,4.3,13.248,19,-2.413,33.671667,-118.086667,234,2010,2,"Light","Oceánica"
32407,"Very shallow",6.224,0.272,14.28,5.004,81.54,0.372,1.278,33.6335,14.56,11.7333333333333,71,-6.434,35.086667,-120.776667,257.4,2010,3,"Intermediate","Oceánica"
32407,"Shallow",2.5675,0.2225,20.275,3.635,58.35,0.295,1.6975,33.70775,20.75,10.9,71,-6.434,35.086667,-120.776667,257.4,2010,3,"Intermediate","Oceánica"
32408,"Very shallow",1.0375,0.4,7.075,5.8525,98.35,0.275,0.795,33.4288,5.825,13.31,243,-14.433,35.02,-120.918333,38.9,2010,3,"Light","Oceánica"
32408,"Shallow",0.2475,0.2325,19.2,4.415,70.15,0.1475,1.5625,33.45475,17.825,10.6125,243,-14.433,35.02,-120.918333,38.9,2010,3,"Intermediate","Oceánica"
32408,"Intermediate",0.052,0.024,26.14,2.836,44.22,0.112,2.012,33.7948,27.38,9.644,243,-14.433,35.02,-120.918333,38.9,2010,3,"Intermediate","Oceánica"
32408,"Deep",0.02,0.0771428571428572,30.4857142857143,1.58571428571429,24.3714285714286,0.146666666666667,2.41714285714286,34.0975714285714,38.5857142857143,8.95714285714286,243,-14.433,35.02,-120.918333,38.9,2010,3,"Intermediate","Oceánica"
32409,"Very shallow",0.78,0.0675,1,6.0275,105.3,0.2225,0.37,33.4274,0.825,15.206,570,-30.558,34.886667,-121.203333,29.5,2010,3,"Light","Oceánica"
32409,"Shallow",0.205,0.195,17.675,4.36,70.2,0.1575,1.4625,33.51,15.275,11,570,-30.558,34.886667,-121.203333,29.5,2010,3,"Intermediate","Oceánica"
32409,"Intermediate",0.014,0.016,27.28,2.324,36.2,0.126,2.126,33.8826,29.62,9.628,570,-30.558,34.886667,-121.203333,29.5,2010,3,"Intermediate","Oceánica"
32409,"Deep",0.01,0.0113333333333333,33.3866666666667,1.05866666666667,16.16,0.128,2.63666666666667,34.1828666666667,48.8466666666667,8.26933333333333,570,-30.558,34.886667,-121.203333,29.5,2010,3,"Intermediate","Oceánica"
32410,"Very shallow",0.891428571428571,0.28,4.67142857142857,5.93285714285714,101.757142857143,0.257142857142857,0.627142857142857,33.4734285714286,2.54285714285714,14.2442857142857,936,-50.295,34.721667,-121.55,40.2,2010,3,"Light","Transición"
32410,"Shallow",0.528333333333333,0.273333333333333,12.9,4.94166666666667,81.5666666666667,0.233333333333333,1.165,33.4826666666667,10.1833333333333,12.1833333333333,936,-50.295,34.721667,-121.55,40.2,2010,3,"Light","Transición"
32410,"Intermediate",0.02,0.016,26.88,2.448,38.14,0.118,2.092,33.8716,29.26,9.622,936,-50.295,34.721667,-121.55,40.2,2010,3,"Intermediate","Transición"
32410,"Deep",0.01,0.0133333333333333,34.2933333333333,1.25333333333333,18.94,0.124,2.638,34.1274666666667,51.4733333333333,7.79933333333333,936,-50.295,34.721667,-121.55,40.2,2010,3,"Intermediate","Transición"
32411,"Very shallow",0.68,0.01,0.2,6.0375,106.25,0.155,0.325,33.39125,1.25,15.5375,4025,-90.177,34.388333,-122.248333,45.4,2010,3,"Light","Transición"
32411,"Shallow",0.6725,0.19,13.075,5.298,85.94,0.315,1.185,33.277,14.375,11.516,4025,-90.177,34.388333,-122.248333,45.4,2010,3,"Light","Transición"
32411,"Intermediate",0.0283333333333333,0.0116666666666667,25.3,3.54166666666667,54.5833333333333,0.0683333333333333,1.915,33.641,27.2833333333333,9.175,4025,-90.177,34.388333,-122.248333,45.4,2010,3,"Intermediate","Transición"
32411,"Deep",0.00166666666666667,0.00933333333333333,34.7,1.3675,20.53125,0.06,2.636,34.1093125,54.36,7.381875,4025,-90.177,34.388333,-122.248333,45.4,2010,3,"Intermediate","Transición"
32412,"Very shallow",0.455,0.0875,2.225,6.0625,105.825,0.11,0.5025,33.2025,2.55,15.215,4234,-129.947,34.053333,-122.94,31.2,2010,3,"Light","Transición"
32412,"Shallow",0.435,0.4125,9.65,5.5725,90,0.26,1.0225,33.1095,10.475,11.4325,4234,-129.947,34.053333,-122.94,31.2,2010,3,"Light","Transición"
32412,"Intermediate",0.03,0.025,22.325,3.885,60.175,0.05,1.7325,33.5085,22.2,9.43,4234,-129.947,34.053333,-122.94,31.2,2010,3,"Intermediate","Transición"
32412,"Deep",0.00833333333333333,0.00125,35.54375,1.338125,20.06875,0.0683333333333333,2.651875,34.0803125,54.425,7.358125,4234,-129.947,34.053333,-122.94,31.2,2010,3,"Intermediate","Transición"
32413,"Very shallow",0.41,0.022,0.28,6.09,106.4,0.088,0.416,32.8158,3.86,15.366,4250,-169.925,33.72,-123.635,35.3,2010,3,"Light","Transición"
32413,"Shallow",0.4975,0.115,1.175,5.9775,100.3,0.2,0.4825,32.857,3.575,13.3575,4250,-169.925,33.72,-123.635,35.3,2010,3,"Light","Transición"
32413,"Intermediate",0.0783333333333333,0.015,10.5333333333333,5.26333333333333,84.6166666666667,0.075,1.01833333333333,33.1191666666667,10.1333333333333,11.225,4250,-169.925,33.72,-123.635,35.3,2010,3,"Light","Transición"
32413,"Deep",0.008,0.000666666666666667,32.2866666666667,1.98866666666667,30.1266666666667,0.038,2.418,33.9704666666667,48.0666666666667,7.654,4250,-169.925,33.72,-123.635,35.3,2010,3,"Intermediate","Transición"
32414,"Very shallow",0.206,0,0,5.81,103.12,0.052,0.344,32.9512,2.7,16.11,4535,-209.613,33.388333,-124.321667,36.1,2010,3,"Light","Costera"
32414,"Shallow",0.594285714285714,0.0985714285714286,0.371428571428571,5.97285714285714,102.583333333333,0.262857142857143,0.397142857142857,32.9132857142857,3.02857142857143,14.36,4535,-209.613,33.388333,-124.321667,36.1,2010,3,"Light","Costera"
32414,"Intermediate",0.161428571428571,0.0585714285714286,9.18571428571429,5.33571428571429,86.4285714285714,0.15,0.931428571428571,33.0907142857143,9.05714285714286,11.5714285714286,4535,-209.613,33.388333,-124.321667,36.1,2010,3,"Light","Costera"
32414,"Deep",0.008,0.00375,31.26875,2.230625,33.83125,0.032,2.321875,33.9395,45.65,7.7425,4535,-209.613,33.388333,-124.321667,36.1,2010,3,"Intermediate","Costera"
32415,"Very shallow",5.91833333333333,0.345,12.0833333333333,4.76142857142857,78.3166666666667,0.443333333333333,1.22166666666667,33.6287142857143,12.7833333333333,12.3542857142857,26,-0.637,34.461667,-120.486667,114,2010,3,"Intermediate","Oceánica"
32416,"Very shallow",4.31571428571429,0.34,14.8857142857143,4.19857142857143,68.8714285714286,0.487142857142857,1.39571428571429,33.6517142857143,15.4285714285714,11.8328571428571,78,-2.569,34.45,-120.523333,88,2010,3,"Intermediate","Oceánica"
32416,"Shallow",0.145,0.0933333333333333,25.0333333333333,2.47666666666667,39,0.341666666666667,2.04166666666667,33.7888333333333,26.4,10.12,78,-2.569,34.45,-120.523333,88,2010,3,"Intermediate","Oceánica"
32416,"Intermediate",0.11,0.08,25.7,2.35,36.9,0.27,2.1,33.832,27.7,10.01,78,-2.569,34.45,-120.523333,88,2010,3,"Intermediate","Oceánica"
32417,"Very shallow",2.7325,0.2,2.375,6.0275,104.225,0.2025,0.46,33.4686,1,14.704,832,-18.575,34.315,-120.803333,84.3,2010,3,"Light","Oceánica"
32417,"Shallow",0.1,0.13,18.05,4.3175,69.35,0.125,1.4975,33.54175,14.7,11.0225,832,-18.575,34.315,-120.803333,84.3,2010,3,"Intermediate","Oceánica"
32417,"Intermediate",0.05,0.025,25.375,3.0875,48.225,0.1275,1.955,33.736,25.95,9.735,832,-18.575,34.315,-120.803333,84.3,2010,3,"Intermediate","Oceánica"
32417,"Deep",0.0216666666666667,0.013125,34.2875,1.40875,21.1625,0.123333333333333,2.61625,34.1013125,52.95625,7.509375,832,-18.575,34.315,-120.803333,84.3,2010,3,"Intermediate","Oceánica"
32418,"Very shallow",2.2125,0.15,2.1,6.1575,106.625,0.38,0.4125,33.464,0.325,14.7125,2161,-38.343,34.15,-121.148333,76.1,2010,3,"Light","Oceánica"
32418,"Shallow",0.668,0.314,11.94,5.058,83.18,0.214,1.162,33.4832,8.06,12.124,2161,-38.343,34.15,-121.148333,76.1,2010,3,"Light","Oceánica"
32418,"Intermediate",0.04,0.014,24.92,3.274,51.12,0.106,1.918,33.7044,25.58,9.668,2161,-38.343,34.15,-121.148333,76.1,2010,3,"Intermediate","Oceánica"
32418,"Deep",0.01,0.00733333333333333,34.5333333333333,1.394,20.94,0.068,2.62333333333333,34.0899333333333,52.8666666666667,7.44866666666667,2161,-38.343,34.15,-121.148333,76.1,2010,3,"Intermediate","Oceánica"
32419,"Very shallow",0.8025,0.12,1.025,6.01,104.025,0.18,0.45,33.03775,2.175,14.8425,3639,-78.239,33.818333,-121.843333,38.7,2010,3,"Light","Transición"
32419,"Shallow",0.36,0.285,11.65,5.28,84.725,0.1725,1.1025,33.1635,10.975,11.1225,3639,-78.239,33.818333,-121.843333,38.7,2010,3,"Light","Transición"
32419,"Intermediate",0.056,0.018,23.04,3.752,58.32,0.092,1.776,33.5586,23.48,9.58,3639,-78.239,33.818333,-121.843333,38.7,2010,3,"Intermediate","Transición"
32419,"Deep",0.012,0.00733333333333333,34.9933333333333,1.37133333333333,20.5666666666667,0.064,2.64133333333333,34.0891333333333,55.8733333333333,7.242,3639,-78.239,33.818333,-121.843333,38.7,2010,3,"Intermediate","Transición"
32420,"Very shallow",0.58,0.075,1.2,6.1725,106.65,0.11,0.4675,33.01075,3.3,14.7475,3983,-118.117,33.481667,-122.531667,34.7,2010,3,"Light","Transición"
32420,"Shallow",0.403333333333333,0.236666666666667,5.35,5.8,94.95,0.231666666666667,0.756666666666667,32.9445,6.11666666666667,12.145,3983,-118.117,33.481667,-122.531667,34.7,2010,3,"Light","Transición"
32420,"Intermediate",0.0733333333333333,0.0266666666666667,17,4.71333333333333,74.0166666666667,0.0833333333333333,1.42,33.2958333333333,16.4833333333333,10.1016666666667,3983,-118.117,33.481667,-122.531667,34.7,2010,3,"Intermediate","Transición"
32420,"Deep",0.015,0.00375,33.94375,1.596875,24.0625,0.0566666666666667,2.599375,34.06925,52.9125,7.449375,3983,-118.117,33.481667,-122.531667,34.7,2010,3,"Intermediate","Transición"
32421,"Very shallow",0.1625,0,0.05,5.6975,102.175,0.035,0.3475,33.043,2.4,16.61,4235,-157.886,33.15,-123.218333,26.8,2010,3,"Light","Transición"
32421,"Shallow",0.326,0.15,0.18,5.794,101.36,0.21,0.376,33.0612,2.56,15.354,4235,-157.886,33.15,-123.218333,26.8,2010,3,"Light","Transición"
32421,"Intermediate",0.168,0.034,7.82,5.292,87.48,0.178,0.848,33.1936,7.28,12.496,4235,-157.886,33.15,-123.218333,26.8,2010,3,"Light","Transición"
32421,"Deep",0.01,0.001,32.99,1.8395,25.9475,0.03,2.4205,34.3012,70.53,4.66425,4235,-157.886,33.15,-123.218333,26.8,2010,3,"Intermediate","Transición"
32422,"Very shallow",0.105,0,0,5.53,101.65,0.0225,0.2825,33.2725,2.4,17.7875,4488,-197.638,32.825,-123.906667,20.8,2010,3,"Light","Transición"
32422,"Shallow",0.14,0,0,5.708,103.16,0.052,0.274,33.2614,2.4,16.956,4488,-197.638,32.825,-123.906667,20.8,2010,3,"Light","Transición"
32422,"Intermediate",0.184,0.05,0.78,5.754,98.74,0.176,0.308,33.3966,3.24,14.286,4488,-197.638,32.825,-123.906667,20.8,2010,3,"Light","Transición"
32422,"Deep",0.034,0.004,27.44,2.86466666666667,43.9866666666667,0.068,2.026,33.8230666666667,40.84,8.05066666666667,4488,-197.638,32.825,-123.906667,20.8,2010,3,"Intermediate","Transición"
32423,"Very shallow",7.68,0.116,1.18,6.21,106.76,2.108,0.374,33.6128,2.24,14.296,20,-0.762,34.405,-119.8,119.6,2010,3,"Light","Oceánica"
32424,"Very shallow",5.7425,0.13,3.65,5.7025,97.825,0.6975,0.495,33.618,3.75,13.98,580,-13.793,34.278333,-120.025,147.3,2010,3,"Light","Oceánica"
32424,"Shallow",0.2375,0.2225,22.7,2.925,46.3,0.315,1.855,33.709,22.975,10.3775,580,-13.793,34.278333,-120.025,147.3,2010,3,"Intermediate","Oceánica"
32424,"Intermediate",0.206,0.046,26.78,2.148,33.5,0.274,2.126,33.959,30.58,9.642,580,-13.793,34.278333,-120.025,147.3,2010,3,"Intermediate","Oceánica"
32424,"Deep",0.066,0.0189473684210526,30.0526315789474,0.763684210526316,11.7263157894737,0.188,2.95157894736842,34.1887368421053,65.2368421052632,7.92631578947368,580,-13.793,34.278333,-120.025,147.3,2010,3,"Intermediate","Oceánica"
32425,"Very shallow",5.54,0.216,4.08,5.262,90.04,1.416,0.606,33.5795,7.04,13.9566666666667,23,-1.173,34.258333,-119.323333,120.7,2010,3,"Light","Oceánica"
32426,"Very shallow",4.296,0.07,1.82,6.238,108.86,0.636,0.352,33.5818333333333,2.28,15.04,37,-5.895,34.225,-119.411667,106,2010,3,"Light","Oceánica"
32426,"Shallow",1.57,0.36,12,4.19,69,0.71,1.28,33.538,12.4,12.25,37,-5.895,34.225,-119.411667,106,2010,3,"Intermediate","Oceánica"
32427,"Very shallow",4.7625,0.0325,0.675,6.415,112.425,0.495,0.23,33.6,0.85,15.3,134,-11.449,34.178333,-119.508333,156.3,2010,3,"Light","Oceánica"
32427,"Shallow",0.5325,0.1875,19.025,3.3425,53.9,0.4725,1.63,33.70125,20.125,11.0875,134,-11.449,34.178333,-119.508333,156.3,2010,3,"Intermediate","Oceánica"
32427,"Intermediate",0.06,0.035,26.625,2.2125,34.55,0.1475,2.12,33.97675,30.05,9.6725,134,-11.449,34.178333,-119.508333,156.3,2010,3,"Intermediate","Oceánica"
32427,"Deep",0.04,0.03,28.2,1.85,28.7,0.18,2.27,34.081,34.55,9.35,134,-11.449,34.178333,-119.508333,156.3,2010,3,"Intermediate","Oceánica"
32428,"Very shallow",3.595,0.075,1.725,6.0825,106.225,0.2575,0.45,33.5368,3.075,15.148,104,-47.507,33.878333,-120.136667,175.4,2010,3,"Light","Oceánica"
32428,"Shallow",1.8975,0.205,10.125,4.76,79.65,0.47,1.03,33.5875,10.625,12.8525,104,-47.507,33.878333,-120.136667,175.4,2010,3,"Light","Oceánica"
32428,"Intermediate",0.3025,0.135,24.25,2.5375,39.925,0.415,1.995,33.8875,28.5,10.045,104,-47.507,33.878333,-120.136667,175.4,2010,3,"Intermediate","Oceánica"
32429,"Very shallow",2.08,0.124285714285714,3.75714285714286,5.68428571428571,98.7857142857143,0.525714285714286,0.555714285714286,33.535,3.54285714285714,14.82125,988,-63.309,33.745,-120.41,76.5,2010,3,"Light","Transición"
32429,"Shallow",0.781666666666667,0.108333333333333,18.7166666666667,3.63,58.6666666666667,0.428333333333333,1.54166666666667,33.6471666666667,18.2666666666667,11.06,988,-63.309,33.745,-120.41,76.5,2010,3,"Light","Transición"
32429,"Intermediate",0.0316666666666667,0.02,26.8666666666667,2.36,36.6333333333333,0.13,2.10666666666667,33.9275,30.5,9.47666666666667,988,-63.309,33.745,-120.41,76.5,2010,3,"Intermediate","Transición"
32429,"Deep",0.022,0.0166666666666667,34.22,1.15266666666667,17.3866666666667,0.112,2.692,34.1566666666667,53.14,7.72066666666667,988,-63.309,33.745,-120.41,76.5,2010,3,"Intermediate","Transición"
32430,"Very shallow",3.3325,0.0425,1,5.9575,103.825,0.3625,0.2825,33.5584,0.6,15.018,1490,-83.151,33.583333,-120.756667,105.8,2010,3,"Light","Transición"
32430,"Shallow",0.48,0.2375,14.75,4.1075,67.95,0.39,1.3125,33.67175,13.2,12.1825,1490,-83.151,33.583333,-120.756667,105.8,2010,3,"Intermediate","Transición"
32430,"Intermediate",0.07,0.042,26.3,2.608,40.52,0.144,2.028,33.8858,29.3,9.474,1490,-83.151,33.583333,-120.756667,105.8,2010,3,"Intermediate","Transición"
32430,"Deep",0.01,0.0425,33.75625,1.235,18.64375,0.08,2.635625,34.1666875,51.6875,7.79375,1490,-83.151,33.583333,-120.756667,105.8,2010,3,"Intermediate","Transición"
32431,"Very shallow",0.415,0.015,0.075,5.95,105.025,0.08,0.365,33.0608,2.175,15.808,3807,-123.253,33.246667,-121.448333,41.2,2010,3,"Light","Transición"
32431,"Shallow",0.666,0.242,6,6.062,100.96,0.194,0.762,33.0786,7.52,12.888,3807,-123.253,33.246667,-121.448333,41.2,2010,3,"Light","Transición"
32431,"Intermediate",0.1075,0.0225,18.375,4.6175,72.625,0.1025,1.475,33.36075,17.35,10.1525,3807,-123.253,33.246667,-121.448333,41.2,2010,3,"Intermediate","Transición"
32431,"Deep",0.005,0.00125,33.99375,1.598125,24.05625,0.0383333333333333,2.53625,34.064625,50.93125,7.44125,3807,-123.253,33.246667,-121.448333,41.2,2010,3,"Intermediate","Transición"
32432,"Very shallow",0.725,0.025,0.3,5.9975,106.025,0.105,0.41,33.1574,1.05,15.87,4184,-163.112,32.91,-122.131667,43.2,2010,3,"Light","Transición"
32432,"Shallow",0.595,0.238333333333333,8.65,5.70166666666667,94.9333333333333,0.21,0.946666666666667,33.2423333333333,9.66666666666667,12.7466666666667,4184,-163.112,32.91,-122.131667,43.2,2010,3,"Light","Transición"
32432,"Intermediate",0.072,0.024,24.24,3.564,55.4,0.1,1.844,33.6318,24.96,9.53,4184,-163.112,32.91,-122.131667,43.2,2010,3,"Intermediate","Transición"
32432,"Deep",0.0183333333333333,0.009375,34.9125,1.3575,20.33125,0.0733333333333333,2.61875,34.0954375,54.19375,7.335625,4184,-163.112,32.91,-122.131667,43.2,2010,3,"Intermediate","Transición"
32433,"Very shallow",0.116,0,0.04,5.61,101.4,0.03,0.32,33.1833333333333,2.4,16.95,4280,-202.931,32.578333,-122.815,24.3,2010,3,"Light","Costera"
32433,"Shallow",0.185,0,0,5.79666666666667,103.016666666667,0.0466666666666667,0.293333333333333,33.2021666666667,2.43333333333333,16.11,4280,-202.931,32.578333,-122.815,24.3,2010,3,"Light","Costera"
32433,"Intermediate",0.221428571428571,0.04,1,5.74142857142857,98.0428571428571,0.132857142857143,0.334285714285714,33.2842857142857,3.31428571428571,14.0628571428571,4280,-202.931,32.578333,-122.815,24.3,2010,3,"Light","Costera"
32433,"Deep",0.0183333333333333,0.000625,29.48125,2.135625,33.03125,0.035,2.250625,33.9303125,40.825,8.509375,4280,-202.931,32.578333,-122.815,24.3,2010,3,"Intermediate","Costera"
32434,"Very shallow",0.085,0,0,5.5225,101.65,0.02,0.305,33.2826,2.3,17.852,4169,-242.623,32.245,-123.491667,23.8,2010,3,"Light","Costera"
32434,"Shallow",0.0975,0,0,5.5725,102.175,0.0225,0.295,33.267,2.3,17.68,4169,-242.623,32.245,-123.491667,23.8,2010,3,"Light","Costera"
32434,"Intermediate",0.21,0.036,0.06,5.784,101.34,0.128,0.33,33.1682,2.54,15.4,4169,-242.623,32.245,-123.491667,23.8,2010,3,"Light","Costera"
32434,"Deep",0.074,0.00666666666666667,25.76,2.90533333333333,45.3133333333333,0.076,1.966,33.8016,37.72,8.59533333333333,4169,-242.623,32.245,-123.491667,23.8,2010,3,"Light","Costera"
32435,"Very shallow",0.08,0,0.05,5.4975,101.575,0.0125,0.29,33.3094,2.275,18.066,4249,-282.354,31.911667,-124.166667,23.4,2010,3,"Light","Costera"
32435,"Shallow",0.1175,0,0,5.625,102.85,0.0225,0.295,33.26825,2.25,17.5325,4249,-282.354,31.911667,-124.166667,23.4,2010,3,"Light","Costera"
32435,"Intermediate",0.204,0.042,0.48,5.728,99.64,0.178,0.368,33.185,2.7,15.018,4249,-282.354,31.911667,-124.166667,23.4,2010,3,"Light","Costera"
32435,"Deep",0.062,0.0025,25.49375,2.98625,46.48125,0.098,1.93625,33.780125,36.4125,8.611875,4249,-282.354,31.911667,-124.166667,23.4,2010,3,"Intermediate","Costera"
32436,"Very shallow",4.768,0.092,1.58,6.016,104.48,1.05,0.438,33.4896,3.46,14.762,24,-21.386,34.008333,-118.826667,104.1,2010,3,"Light","Oceánica"
32437,"Very shallow",1.46166666666667,0.131666666666667,2.66666666666667,6.09333333333333,107.316666666667,0.408333333333333,0.451666666666667,33.4783333333333,3.18333333333333,15.335,65,-3.607,33.878333,-118.488333,54.7,2010,3,"Light","Oceánica"
32437,"Shallow",0.3,0.414,21.54,3.134,49.86,0.414,1.76,33.5884,21.1,10.6,65,-3.607,33.878333,-118.488333,54.7,2010,3,"Intermediate","Oceánica"
32438,"Very shallow",1.45166666666667,0.0633333333333333,1.35,6.33333333333333,110.716666666667,0.405,0.421666666666667,33.449,3.18333333333333,15.1471428571429,624,-11.182,33.825,-118.626667,54,2010,3,"Light","Oceánica"
32438,"Shallow",0.506666666666667,0.205,16.9166666666667,3.94333333333333,63.3,0.356666666666667,1.46833333333333,33.5121666666667,15.8666666666667,11.01,624,-11.182,33.825,-118.626667,54,2010,3,"Intermediate","Oceánica"
32438,"Intermediate",0.0333333333333333,0.01,25.2166666666667,2.505,39.2833333333333,0.103333333333333,2.02166666666667,33.8661666666667,26.9,9.895,624,-11.182,33.825,-118.626667,54,2010,3,"Intermediate","Oceánica"
32438,"Deep",0.01,0.024375,32.2125,1.215625,18.5875,0.0883333333333333,2.61875,34.1908125,47.95625,8.278125,624,-11.182,33.825,-118.626667,54,2010,3,"Intermediate","Oceánica"
32439,"Very shallow",0.7925,0.0125,0.15,6.2175,111.95,0.15,0.3375,33.48925,2.375,16.705,747,-31.218,33.656667,-118.975,51.3,2010,3,"Light","Oceánica"
32439,"Shallow",0.5925,0.2775,16.85,4.045,65.05,0.3075,1.465,33.5565,15.775,11.0425,747,-31.218,33.656667,-118.975,51.3,2010,3,"Intermediate","Oceánica"
32439,"Intermediate",0.0533333333333333,0.0183333333333333,25.2333333333333,2.58666666666667,40.4166666666667,0.1,2.01333333333333,33.8743333333333,27.6,9.74166666666667,747,-31.218,33.656667,-118.975,51.3,2010,3,"Intermediate","Oceánica"
32439,"Deep",0.01,0.008,34.68,0.888,13.47,0.074,2.846,34.2436,61.665,7.418,747,-31.218,33.656667,-118.975,51.3,2010,3,"Intermediate","Oceánica"
32440,"Very shallow",0.78,0.0375,1.175,6.0275,107.15,0.205,0.3825,33.4288,3.025,16.13,1648,-51.022,33.491667,-119.318333,37.5,2010,3,"Light","Transición"
32440,"Shallow",0.27,0.075,19.925,3.5725,56.625,0.185,1.625,33.5875,19.275,10.43,1648,-51.022,33.491667,-119.318333,37.5,2010,3,"Intermediate","Transición"
32440,"Intermediate",0.016,0.014,25.9,2.43,37.92,0.056,2.048,33.9222,28.68,9.668,1648,-51.022,33.491667,-119.318333,37.5,2010,3,"Intermediate","Transición"
