"Cst_Cnt","Depth_zone","mean_ChlorA","mean_NO2uM","mean_NO3uM","mean_O2ml_L","mean_O2Sat","mean_Phaeop","mean_PO4uM","mean_Salnty","mean_SiO3uM","mean_T_degC","Bottom_D","Distance","Lat_Dec","Lon_Dec","IntChl","Year","Quarter","Water_density_class","Dist_cat"
27988,"Intermediate",0.153333333333333,0,0.133333333333333,5.78333333333333,102,0.0783333333333333,0.286666666666667,33.4718571428571,2.78333333333333,15.5742857142857,4170,-293.65,30.513333,-122.255,23.4,1995,3,"Light","Costera"
27988,"Deep",0.166666666666667,0.0311764705882353,21.3529411764706,3.34470588235294,53.6941176470588,0.18,1.69176470588235,33.8975882352941,32.4823529411765,9.57588235294118,4170,-293.65,30.513333,-122.255,23.4,1995,3,"Light","Costera"
27989,"Shallow",0.08,0,0.1,5.5875,103.375,0.015,0.2675,33.57975,2.575,18.055,4107,-333.75,30.16,-122.911666,23.4,1995,3,"Light","Costera"
27989,"Intermediate",0.155714285714286,0,0.1,5.76142857142857,101.785714285714,0.0885714285714286,0.302857142857143,33.4484285714286,2.6,15.73,4107,-333.75,30.16,-122.911666,23.4,1995,3,"Light","Costera"
27989,"Deep",0.108888888888889,0.0266666666666667,19.6777777777778,3.55222222222222,57.4833333333333,0.125555555555556,1.59888888888889,33.8517894736842,29.2222222222222,10.3131578947368,4107,-333.75,30.16,-122.911666,23.4,1995,3,"Light","Costera"
27990,"Very shallow",0.06,0,0.3,5.4575,103.125,0.0125,0.2875,33.737,2.55,19.136,4090,-373.28,29.846666,-123.581666,22.7,1995,3,"Light","Costera"
27990,"Shallow",0.075,0,0.3,5.58,103.525,0.0175,0.285,33.691,2.6,18.1575,4090,-373.28,29.846666,-123.581666,22.7,1995,3,"Light","Costera"
27990,"Intermediate",0.19,0.004,0.3,5.566,100.44,0.136,0.27,33.8642,2.8,16.674,4090,-373.28,29.846666,-123.581666,22.7,1995,3,"Light","Costera"
27990,"Deep",0.118571428571429,0.0316666666666667,18.3277777777778,3.71722222222222,60.6,0.144285714285714,1.48666666666667,33.9645,27.5666666666667,10.415,4090,-373.28,29.846666,-123.581666,22.7,1995,3,"Light","Costera"
27991,"Very shallow",0.07,0,0.3,5.518,102.9,0.014,0.29,33.4272,2.8,18.504,4226,-368.1,30.416666,-123.995,21.2,1995,3,"Light","Costera"
27991,"Shallow",0.085,0,0.3,5.735,104.25,0.0225,0.295,33.3815,2.65,17.205,4226,-368.1,30.416666,-123.995,21.2,1995,3,"Light","Costera"
27991,"Intermediate",0.171666666666667,0.04,0.416666666666667,5.73666666666667,100.783333333333,0.12,0.318333333333333,33.5005,2.9,15.415,4226,-368.1,30.416666,-123.995,21.2,1995,3,"Light","Costera"
27991,"Deep",0.1075,0.0231578947368421,21.5105263157895,3.35894736842105,53.5684210526316,0.1375,1.70789473684211,33.8632631578947,31.3578947368421,9.51,4226,-368.1,30.416666,-123.995,21.2,1995,3,"Intermediate","Costera"
27992,"Very shallow",0.07,0,0.2,5.528,102.68,0.01,0.288,33.4948,2.58,18.282,4009,-328.34,30.75,-123.33,23.5,1995,3,"Light","Costera"
27992,"Shallow",0.085,0,0.275,5.6475,103.5,0.02,0.265,33.594,2.425,17.5475,4009,-328.34,30.75,-123.33,23.5,1995,3,"Light","Costera"
27992,"Intermediate",0.151666666666667,0,0.216666666666667,5.785,102.033333333333,0.0783333333333333,0.276666666666667,33.4948333333333,2.51666666666667,15.645,4009,-328.34,30.75,-123.33,23.5,1995,3,"Light","Costera"
27992,"Deep",0.17,0.0347058823529412,20.8823529411765,3.37588235294118,54.4470588235294,0.143333333333333,1.66647058823529,33.8715882352941,31.4647058823529,9.74882352941176,4009,-328.34,30.75,-123.33,23.5,1995,3,"Light","Costera"
27993,"Very shallow",0.08,0,0.2,5.562,102.9,0.01,0.306,33.33,2.3,18.1383333333333,3977,-288.68,31.078333,-122.661666,26.1,1995,3,"Light","Costera"
27993,"Shallow",0.0775,0,0.2,5.6975,103.2,0.0225,0.28,33.45275,2.475,16.98,3977,-288.68,31.078333,-122.661666,26.1,1995,3,"Light","Costera"
27993,"Intermediate",0.195714285714286,0.0242857142857143,0.214285714285714,5.7,100.714285714286,0.122857142857143,0.301428571428571,33.521,2.6,15.7085714285714,3977,-288.68,31.078333,-122.661666,26.1,1995,3,"Light","Costera"
27993,"Deep",0.124444444444444,0.0311111111111111,19.9055555555556,3.60722222222222,57.9833333333333,0.124444444444444,1.58,33.8334444444444,29.4888888888889,9.81555555555556,3977,-288.68,31.078333,-122.661666,26.1,1995,3,"Light","Costera"
27994,"Very shallow",0.08,0,0,5.592,103.02,0.02,0.304,33.2538333333333,2.54,17.9466666666667,3984,-248.26,31.406666,-121.973333,24.7,1995,3,"Light","Costera"
27994,"Shallow",0.092,0,0.1,5.758,103,0.028,0.31,33.2726,2.52,16.418,3984,-248.26,31.406666,-121.973333,24.7,1995,3,"Light","Costera"
27994,"Intermediate",0.295,0.0916666666666667,0.983333333333333,5.58833333333333,96.85,0.235,0.395,33.4863333333333,3.53333333333333,14.7366666666667,3984,-248.26,31.406666,-121.973333,24.7,1995,3,"Light","Costera"
27994,"Deep",0.0344444444444444,0.00875,26.2,2.879375,44.4625,0.0633333333333333,2.03375,33.8813125,38.8625,8.356875,3984,-248.26,31.406666,-121.973333,24.7,1995,3,"Intermediate","Costera"
27995,"Very shallow",0.09,0,0.14,5.69,102.66,0.014,0.318,33.0746,2.3,16.894,3562,-208.43,31.75,-121.306666,25.4,1995,3,"Light","Costera"
27995,"Shallow",0.0925,0,0.15,5.72,102.8,0.0275,0.3,33.273,2.35,16.655,3562,-208.43,31.75,-121.306666,25.4,1995,3,"Light","Costera"
27995,"Intermediate",0.2625,0.09125,1.1375,5.57375,96.6375,0.22625,0.40375,33.446,3.35,14.7675,3562,-208.43,31.75,-121.306666,25.4,1995,3,"Light","Costera"
27995,"Deep",0.062,0.005,27.5625,2.654375,40.83125,0.1,2.120625,33.8984375,40.925,8.1975,3562,-208.43,31.75,-121.306666,25.4,1995,3,"Intermediate","Costera"
27996,"Very shallow",0.4725,0.0425,0.425,6.085,106.95,0.1225,0.405,33.186,2.475,15.542,3814,-168.8,32.083333,-120.635,46.8,1995,3,"Light","Transición"
27996,"Shallow",0.61,0.188571428571429,3.42857142857143,5.97142857142857,101.714285714286,0.287142857142857,0.63,33.2577142857143,4.14285714285714,13.9457142857143,3814,-168.8,32.083333,-120.635,46.8,1995,3,"Light","Transición"
27996,"Intermediate",0.177142857142857,0.318571428571429,13.0714285714286,4.78714285714286,77.4428571428571,0.181428571428571,1.29285714285714,33.5607142857143,13.3285714285714,11.3585714285714,3814,-168.8,32.083333,-120.635,46.8,1995,3,"Intermediate","Transición"
27996,"Deep",0.0233333333333333,0.00823529411764706,30.5647058823529,2.30588235294118,34.7294117647059,0.0883333333333333,2.33411764705882,33.9703529411765,46.7352941176471,7.52235294117647,3814,-168.8,32.083333,-120.635,46.8,1995,3,"Intermediate","Transición"
27997,"Very shallow",0.5525,0.09,1.9,5.9125,103.65,0.16,0.4975,33.5465,3.3,15.305,877,-129.01,32.418333,-119.958333,44.1,1995,3,"Light","Transición"
27997,"Shallow",0.6225,0.14,12.1333333333333,4.6325,76.775,0.2875,1.12333333333333,33.58625,12.6,12.2175,877,-129.01,32.418333,-119.958333,44.1,1995,3,"Light","Transición"
27997,"Intermediate",0.09,0.026,23.12,2.986,46.62,0.122,1.922,33.8184,25.12,9.722,877,-129.01,32.418333,-119.958333,44.1,1995,3,"Intermediate","Transición"
27997,"Deep",0.012,0.011875,33.01875,1.550625,23.3375,0.064,2.57875,34.142125,52.5,7.519375,877,-129.01,32.418333,-119.958333,44.1,1995,3,"Intermediate","Transición"
27998,"Very shallow",0.356,0.042,0.84,5.884,104.5,0.116,0.432,33.4802,3.4,15.986,1299,-100.78,32.653333,-119.475,34.9,1995,3,"Light","Transición"
27998,"Shallow",0.622,0.438,9.78,5.074,83.84,0.346,1.096,33.5614,9.8,12.296,1299,-100.78,32.653333,-119.475,34.9,1995,3,"Light","Transición"
27998,"Intermediate",0.066,0.166,22.02,3.454,53.88,0.144,1.786,33.7434,24.2,9.63,1299,-100.78,32.653333,-119.475,34.9,1995,3,"Intermediate","Transición"
27998,"Deep",0.01,0.026875,34.025,1.363125,20.3625,0.08,2.68625,34.16175,56.3125,7.26375,1299,-100.78,32.653333,-119.475,34.9,1995,3,"Dense","Transición"
27999,"Very shallow",0.3175,0.005,0.25,6.005,107.1,0.0775,0.43,33.3608,1.9,16.28,1699,-68.42,32.938333,-118.93,39.3,1995,3,"Light","Transición"
27999,"Shallow",0.68,0.61,9.675,5.1725,84.975,0.36,1.095,33.509,9.7,12.14,1699,-68.42,32.938333,-118.93,39.3,1995,3,"Intermediate","Transición"
27999,"Intermediate",0.076,0.034,19.36,3.878,60.94,0.102,1.582,33.6514,19.8,10.014,1699,-68.42,32.938333,-118.93,39.3,1995,3,"Intermediate","Transición"
27999,"Deep",0.008,0.02125,31.7125,1.525625,23.2125,0.064,2.54625,34.1558125,47.98125,8.036875,1699,-68.42,32.938333,-118.93,39.3,1995,3,"Intermediate","Transición"
28000,"Very shallow",0.218,0.006,0.18,5.842,107.12,0.056,0.32,33.4258333333333,2.9,17.7583333333333,1161,-36.3,33.18,-118.358333,32.4,1995,3,"Light","Oceánica"
28000,"Shallow",0.525,0.4725,5.95,5.6075,93.925,0.3675,0.815,33.47125,6.725,13.0475,1161,-36.3,33.18,-118.358333,32.4,1995,3,"Light","Oceánica"
28000,"Intermediate",0.135714285714286,0.0442857142857143,15.0142857142857,4.33857142857143,69.4571428571429,0.142857142857143,1.29857142857143,33.5395714285714,14.5857142857143,10.9242857142857,1161,-36.3,33.18,-118.358333,32.4,1995,3,"Intermediate","Oceánica"
28000,"Deep",0.01,0.0125,30.91875,1.86625,28.3625,0.0566666666666667,2.42875,34.072375,46.7625,7.919375,1161,-36.3,33.18,-118.358333,32.4,1995,3,"Intermediate","Oceánica"
28001,"Very shallow",0.27,0.03,0.65,5.925,106.975,0.095,0.385,33.3635,3.35,16.8825,274,-29.23,33.253333,-118.246666,34.6,1995,3,"Light","Oceánica"
28001,"Shallow",0.625,0.29,6.2,5.59333333333333,93.3166666666667,0.363333333333333,0.791666666666667,33.429,6.85,12.8766666666667,274,-29.23,33.253333,-118.246666,34.6,1995,3,"Light","Oceánica"
28001,"Intermediate",0.0516666666666667,0.0183333333333333,18.0333333333333,3.895,61.6333333333333,0.0816666666666667,1.49833333333333,33.6265,18.0166666666667,10.3366666666667,274,-29.23,33.253333,-118.246666,34.6,1995,3,"Intermediate","Oceánica"
28001,"Deep",0.002,0.0177777777777778,27.4,2.34555555555556,35.9111111111111,0.05,2.18555555555556,34.0394444444444,35.1555555555556,8.80444444444444,274,-29.23,33.253333,-118.246666,34.6,1995,3,"Intermediate","Oceánica"
28002,"Very shallow",0.206,0.026,0.36,6.008,108.24,0.072,0.356,33.3978,3.86,16.822,610,-9.59,33.418333,-117.908333,30.7,1995,3,"Light","Oceánica"
28002,"Shallow",0.475,0.1325,9.925,5.095,83.7,0.2825,1.0325,33.464,10.275,12.115,610,-9.59,33.418333,-117.908333,30.7,1995,3,"Light","Oceánica"
28002,"Intermediate",0.121666666666667,0.00333333333333333,20.75,3.24833333333333,51.2333333333333,0.135,1.70833333333333,33.7546666666667,22.1333333333333,10.1716666666667,610,-9.59,33.418333,-117.908333,30.7,1995,3,"Intermediate","Oceánica"
28002,"Deep",0.01,0.0152941176470588,30.8352941176471,1.19117647058824,18.4411764705882,0.085,2.55764705882353,34.229,44.5411764705882,8.86588235294118,610,-9.59,33.418333,-117.908333,30.7,1995,3,"Intermediate","Oceánica"
28003,"Very shallow",2.078,0.098,4.94,5.608,97.36,0.458,0.688,33.4558,8.72,14.456,63,-1.49,33.481666,-117.765,53.1,1995,3,"Light","Oceánica"
28003,"Shallow",0.465,0.21,19.4,3.5725,56.3,0.3125,1.6125,33.6465,20.275,10.1975,63,-1.49,33.481666,-117.765,53.1,1995,3,"Intermediate","Oceánica"
28004,"Very shallow",1.26571428571429,0.175714285714286,5.48571428571429,5.47714285714286,94.0571428571429,0.384285714285714,0.745714285714286,33.473,9.91428571428571,14.1488888888889,55,-3.78,33.896666,-118.495,45,1995,3,"Light","Oceánica"
28004,"Shallow",0.55,0.34,15.5,3.895,62.5,0.29,1.47,33.5575,16.825,11.0225,55,-3.78,33.896666,-118.495,45,1995,3,"Intermediate","Oceánica"
28005,"Very shallow",0.9725,0.0925,2.95,5.7325,102.175,0.2225,0.555,33.4742,7.9,16.248,643,-11.33,33.825,-118.63,50,1995,3,"Light","Oceánica"
28005,"Shallow",0.44,0.37,17.675,3.565,56.825,0.25,1.615,33.5795,18.275,10.725,643,-11.33,33.825,-118.63,50,1995,3,"Intermediate","Oceánica"
28005,"Intermediate",0.064,0.022,23.58,2.716,42.58,0.132,1.942,33.8716,25.78,9.916,643,-11.33,33.825,-118.63,50,1995,3,"Intermediate","Oceánica"
28005,"Deep",0.008,0.018125,31.01875,1.30875,20.15,0.072,2.55125,34.216625,45.1125,8.639375,643,-11.33,33.825,-118.63,50,1995,3,"Intermediate","Oceánica"
28006,"Very shallow",0.27,0.0225,0.375,5.975,107.775,0.0875,0.355,33.38,4.025,17.178,594,-31.06,33.641666,-118.961666,50,1995,3,"Light","Oceánica"
28006,"Shallow",0.903333333333333,0.168333333333333,9.26666666666667,5.05333333333333,82.8333333333333,0.425,0.956666666666667,33.4586666666667,10.1166666666667,12.035,594,-31.06,33.641666,-118.961666,50,1995,3,"Intermediate","Oceánica"
28006,"Intermediate",0.105,0.0133333333333333,22.25,3.10166666666667,48.6,0.141666666666667,1.8,33.7635,23.6333333333333,9.895,594,-31.06,33.641666,-118.961666,50,1995,3,"Intermediate","Oceánica"
28006,"Deep",0.008,0.01375,31.8875,1.316875,20.1625,0.084,2.58875,34.200375,48.04375,8.2975,594,-31.06,33.641666,-118.961666,50,1995,3,"Intermediate","Oceánica"
28007,"Very shallow",1.04833333333333,0.0966666666666667,2.68333333333333,5.855,103.55,0.238333333333333,0.541666666666667,33.5868333333333,5.08333333333333,15.7366666666667,1652,-51.04,33.493333,-119.32,78.4,1995,3,"Light","Transición"
28007,"Shallow",1.09166666666667,0.245,11.1,4.72166666666667,79.0666666666667,0.371666666666667,1.10333333333333,33.667,13.65,12.6783333333333,1652,-51.04,33.493333,-119.32,78.4,1995,3,"Light","Transición"
28007,"Intermediate",0.136666666666667,0.06,24.6333333333333,2.81,43.65,0.166666666666667,1.96,33.8603333333333,28.3166666666667,9.47333333333333,1652,-51.04,33.493333,-119.32,78.4,1995,3,"Intermediate","Transición"
28007,"Deep",0.02,0.028125,32.66875,1.361875,20.60625,0.13,2.625625,34.1693125,51.03125,7.864375,1652,-51.04,33.493333,-119.32,78.4,1995,3,"Intermediate","Transición"
28008,"Very shallow",1.434,0.124,3.92,5.626,98.4,0.42,0.606,33.5478,6.64,15.076,79,-71.12,33.325,-119.666666,49.7,1995,3,"Light","Transición"
28008,"Shallow",0.2775,0.2025,19.95,3.5525,56.05,0.1975,1.65,33.75375,22.2,10.1625,79,-71.12,33.325,-119.666666,49.7,1995,3,"Intermediate","Transición"
28008,"Intermediate",0.08,0.13,25,2.67,41.5,0.13,2,33.902,30,9.47,79,-71.12,33.325,-119.666666,49.7,1995,3,"Intermediate","Transición"
28009,"Very shallow",3.386,0.11,2.2,6.022,105.4,0.662,0.508,33.554,4.44,15.222,1187,-90.92,33.16,-120.008333,127.1,1995,3,"Light","Transición"
28009,"Shallow",0.86,0.3675,13.25,4.685,76.5,0.4025,1.2225,33.59925,13,11.645,1187,-90.92,33.16,-120.008333,127.1,1995,3,"Intermediate","Transición"
28009,"Intermediate",0.035,0.0425,24.575,3.1325,48.125,0.125,1.9,33.801,28.325,9,1187,-90.92,33.16,-120.008333,127.1,1995,3,"Intermediate","Transición"
28009,"Deep",0.014,0.0253333333333333,33.4933333333333,1.338,20.1066666666667,0.102,2.65,34.17675,54.3133333333333,7.48125,1187,-90.92,33.16,-120.008333,127.1,1995,3,"Dense","Transición"
28010,"Very shallow",1.40833333333333,0.136666666666667,3.05,5.91666666666667,103.533333333333,0.405,0.571666666666667,33.5748571428571,4.48333333333333,15.2328571428571,789,-111.44,32.981666,-120.356666,85.9,1995,3,"Light","Transición"
28010,"Shallow",1.07857142857143,0.282857142857143,7.04285714285714,5.42142857142857,92.1571428571429,0.487142857142857,0.881428571428571,33.6064285714286,7.68571428571429,13.6957142857143,789,-111.44,32.981666,-120.356666,85.9,1995,3,"Light","Transición"
28010,"Intermediate",0.161666666666667,0.12,22.925,3.44333333333333,53.5333333333333,0.195,1.805,33.7266666666667,25.65,9.515,789,-111.44,32.981666,-120.356666,85.9,1995,3,"Intermediate","Transición"
28010,"Deep",0.02,0.02625,33.53125,1.74125,25.93125,0.128,2.55125,34.077125,55.1875,7.0475,789,-111.44,32.981666,-120.356666,85.9,1995,3,"Intermediate","Transición"
28011,"Very shallow",0.09,0,0.04,5.74,103.36,0.02,0.33,33.0191666666667,1.82,16.875,3799,-150.78,32.648333,-121.028333,28,1995,3,"Light","Transición"
28011,"Shallow",0.144,0,0,5.924,103.76,0.054,0.334,32.9838,2.32,15.436,3799,-150.78,32.648333,-121.028333,28,1995,3,"Light","Transición"
28011,"Intermediate",0.321428571428571,0.188571428571429,3.75714285714286,5.43142857142857,90.7714285714286,0.274285714285714,0.608571428571429,33.3201428571429,5.25714285714286,13.0271428571429,3799,-150.78,32.648333,-121.028333,28,1995,3,"Light","Transición"
28011,"Deep",0.032,0.008125,29.11875,2.40375,36.675,0.092,2.226875,33.9118235294118,43.8625,8.10117647058824,3799,-150.78,32.648333,-121.028333,28,1995,3,"Intermediate","Transición"
28012,"Very shallow",0.096,0,0.1,5.602,102.5,0.014,0.29,33.3522,2.3,17.538,4028,-190.49,32.318333,-121.708333,25.5,1995,3,"Light","Transición"
28012,"Shallow",0.13,0,0.1,5.8225,103.4,0.045,0.33,33.2345,2.475,16.0625,4028,-190.49,32.318333,-121.708333,25.5,1995,3,"Light","Transición"
28012,"Intermediate",0.282857142857143,0.412857142857143,0.842857142857143,5.90142857142857,100.057142857143,0.225714285714286,0.442857142857143,33.0225714285714,3.62857142857143,13.8228571428571,4028,-190.49,32.318333,-121.708333,25.5,1995,3,"Light","Transición"
28012,"Deep",0.042,0.036875,22.5875,3.358125,53.125,0.058,1.8125,33.7176470588235,33.575,9.39705882352941,4028,-190.49,32.318333,-121.708333,25.5,1995,3,"Light","Transición"
28013,"Very shallow",0.09,0,0.1,5.564,102.28,0.02,0.304,33.2524,2.28,17.8,4116,-230.58,31.986666,-122.393333,27.1,1995,3,"Light","Costera"
28013,"Shallow",0.092,0,0.1,5.682,102.94,0.028,0.312,33.29,2.16,17.052,4116,-230.58,31.986666,-122.393333,27.1,1995,3,"Light","Costera"
28013,"Intermediate",0.203333333333333,0,0.116666666666667,5.77833333333333,101.933333333333,0.106666666666667,0.3,33.4131428571429,2.46666666666667,15.7614285714286,4116,-230.58,31.986666,-122.393333,27.1,1995,3,"Light","Costera"
28013,"Deep",0.18,0.0352941176470588,23.8235294117647,3.22176470588235,50.4470588235294,0.176666666666667,1.84764705882353,33.8320588235294,35.4235294117647,8.79,4116,-230.58,31.986666,-122.393333,27.1,1995,3,"Light","Costera"
28014,"Very shallow",0.0725,0,0.3,5.5225,102.4,0.02,0.29,33.466,2.8,18.178,4126,-270.33,31.66,-123.071666,25.2,1995,3,"Light","Costera"
28014,"Shallow",0.085,0,0.25,5.6275,103.4,0.02,0.2775,33.4975,2.8,17.71,4126,-270.33,31.66,-123.071666,25.2,1995,3,"Light","Costera"
28014,"Intermediate",0.154,0,0.2,5.756,102.04,0.082,0.254,33.6933333333333,2.94,15.735,4126,-270.33,31.66,-123.071666,25.2,1995,3,"Light","Costera"
28014,"Deep",0.116666666666667,0.0283333333333333,21.5277777777778,3.35722222222222,53.9277777777778,0.117777777777778,1.69222222222222,33.8785555555556,32.1222222222222,9.61222222222222,4126,-270.33,31.66,-123.071666,25.2,1995,3,"Light","Costera"
28015,"Very shallow",0.09,0,0,5.528,102.84,0.02,0.28,33.5013333333333,2.5,18.385,4102,-310.13,31.316666,-123.736666,26.3,1995,3,"Light","Costera"
28015,"Shallow",0.0925,0,0,5.72,104.1,0.02,0.28,33.495,2.55,17.2325,4102,-310.13,31.316666,-123.736666,26.3,1995,3,"Light","Costera"
28015,"Intermediate",0.15,0,0.1,5.75833333333333,103.2,0.0533333333333333,0.278333333333333,33.526,2.21666666666667,16.4283333333333,4102,-310.13,31.316666,-123.736666,26.3,1995,3,"Light","Costera"
28015,"Deep",0.185,0.0231578947368421,17.8052631578947,3.78578947368421,62.2421052631579,0.175,1.45,33.8350526315789,26.3473684210526,10.6268421052632,4102,-310.13,31.316666,-123.736666,26.3,1995,3,"Light","Costera"
28016,"Very shallow",0.0866666666666667,0.01,0.3,5.5,102.4,0.02,0.31,33.396,2.5,18.4425,4213,-282.35,31.911666,-124.166666,26.4,1995,3,"Light","Costera"
28016,"Shallow",0.0975,0.01,0.275,5.6875,103.85,0.0225,0.2625,33.53625,2.5,17.3875,4213,-282.35,31.911666,-124.166666,26.4,1995,3,"Light","Costera"
28016,"Intermediate",0.183333333333333,0.0116666666666667,0.2,5.76166666666667,101.85,0.11,0.246666666666667,33.6935,2.76666666666667,15.6766666666667,4213,-282.35,31.911666,-124.166666,26.4,1995,3,"Light","Costera"
28016,"Deep",0.172857142857143,0.0405555555555556,20.5,3.43666666666667,55.75,0.175714285714286,1.63666666666667,33.9063157894737,31.0611111111111,10.0978947368421,4213,-282.35,31.911666,-124.166666,26.4,1995,3,"Light","Costera"
28017,"Very shallow",0.082,0,0.2,5.542,102.34,0.016,0.29,33.3115,2.2,18.0516666666667,4192,-242.25,32.25,-123.486666,24.9,1995,3,"Light","Costera"
28017,"Shallow",0.098,0,0.2,5.722,102.98,0.026,0.29,33.3974,2.36,16.68,4192,-242.25,32.25,-123.486666,24.9,1995,3,"Light","Costera"
28017,"Intermediate",0.188571428571429,0.00428571428571429,0.2,5.82428571428571,101.257142857143,0.111428571428571,0.281428571428571,33.5117142857143,2.88571428571429,14.9214285714286,4192,-242.25,32.25,-123.486666,24.9,1995,3,"Light","Costera"
28017,"Deep",0.108,0.0310526315789474,21.9210526315789,3.34789473684211,53.4052631578947,0.117,1.71526315789474,33.8576315789474,32.3368421052632,9.40157894736842,4192,-242.25,32.25,-123.486666,24.9,1995,3,"Light","Costera"
28018,"Very shallow",0.08,0,0.2,5.58,103.85,0.0125,0.3,33.243,2.6,18.518,4176,-202.79,32.573333,-122.808333,23.7,1995,3,"Light","Costera"
28018,"Shallow",0.0875,0,0.2,5.735,103.7,0.03,0.3,33.3835,2.525,16.92,4176,-202.79,32.573333,-122.808333,23.7,1995,3,"Light","Costera"
28018,"Intermediate",0.191666666666667,0.0183333333333333,0.25,5.74666666666667,101.383333333333,0.103333333333333,0.285,33.595,2.76666666666667,15.615,4176,-202.79,32.573333,-122.808333,23.7,1995,3,"Light","Costera"
28018,"Deep",0.12875,0.0184210526315789,22.6,3.35421052631579,52.8789473684211,0.1475,1.76947368421053,33.8333157894737,33.2315789473684,9.08842105263158,4176,-202.79,32.573333,-122.808333,23.7,1995,3,"Intermediate","Costera"
28019,"Very shallow",0.094,0,0.1,5.586,103.12,0.02,0.29,33.2886666666667,2.5,18.05,4184,-162.89,32.91,-122.126666,27.6,1995,3,"Light","Transición"
28019,"Shallow",0.12,0,0.1,5.69,103.46,0.032,0.3,33.3884,2.46,17.204,4184,-162.89,32.91,-122.126666,27.6,1995,3,"Light","Transición"
28019,"Intermediate",0.331666666666667,0.0566666666666667,1.9,5.65833333333333,96.4166666666667,0.133333333333333,0.466666666666667,33.336,4.26666666666667,13.99,4184,-162.89,32.91,-122.126666,27.6,1995,3,"Light","Transición"
28019,"Deep",0.0683333333333333,0.00529411764705882,27.1588235294118,2.68470588235294,41.4176470588235,0.118333333333333,2.09411764705882,33.8966470588235,40.1294117647059,8.29176470588235,4184,-162.89,32.91,-122.126666,27.6,1995,3,"Intermediate","Transición"
28020,"Very shallow",0.1,0,0.2,5.556,102.34,0.026,0.3,33.2968,2.24,17.9,3795,-122.77,33.248333,-121.438333,28,1995,3,"Light","Transición"
28020,"Shallow",0.103333333333333,0,0.2,5.71333333333333,103.233333333333,0.0266666666666667,0.29,33.3143333333333,2.26666666666667,16.92,3795,-122.77,33.248333,-121.438333,28,1995,3,"Light","Transición"
28020,"Intermediate",0.278571428571429,0.0785714285714286,1.02857142857143,5.70142857142857,97.7285714285714,0.218571428571429,0.378571428571429,33.4345714285714,3.6,14.2114285714286,3795,-122.77,33.248333,-121.438333,28,1995,3,"Light","Transición"
28020,"Deep",0.086,0.010625,27.525,2.73375,42.00625,0.114,2.095625,33.8608823529412,40.9125,8.37705882352941,3795,-122.77,33.248333,-121.438333,28,1995,3,"Intermediate","Transición"
28021,"Very shallow",0.255,0.01,0.3,6,105.3,0.0883333333333333,0.373333333333333,33.0212857142857,1.81666666666667,15.5728571428571,1565,-84.01,33.566666,-120.765,31.9,1995,3,"Light","Transición"
28021,"Shallow",0.491666666666667,0.125,2.35,5.845,99.4333333333333,0.238333333333333,0.546666666666667,33.2098333333333,3.36666666666667,13.8583333333333,1565,-84.01,33.566666,-120.765,31.9,1995,3,"Light","Transición"
28021,"Intermediate",0.103333333333333,0.03,15.0333333333333,4.28666666666667,68.5,0.136666666666667,1.285,33.5131666666667,15.0333333333333,10.7633333333333,1565,-84.01,33.566666,-120.765,31.9,1995,3,"Intermediate","Transición"
28021,"Deep",0.016,0.00625,32.29375,1.90875,28.675,0.114,2.45,34.0306875,50.50625,7.459375,1565,-84.01,33.566666,-120.765,31.9,1995,3,"Intermediate","Transición"
28022,"Very shallow",5.535,0.0275,1.15,6.64,115.45,1.8375,0.3475,33.534,2,15.022,982,-63.18,33.746666,-120.408333,226.2,1995,3,"Light","Transición"
28022,"Shallow",0.935,0.2725,15.875,4.03,65.075,0.585,1.4,33.65575,17.35,11.2625,982,-63.18,33.746666,-120.408333,226.2,1995,3,"Intermediate","Transición"
28022,"Intermediate",0.0816666666666667,0.106666666666667,24.35,2.89666666666667,45,0.145,1.95,33.842,27.8666666666667,9.47,982,-63.18,33.746666,-120.408333,226.2,1995,3,"Intermediate","Transición"
28022,"Deep",0.012,0.043125,33.16875,1.286875,19.425,0.094,2.654375,34.1806875,52.5625,7.724375,982,-63.18,33.746666,-120.408333,226.2,1995,3,"Intermediate","Transición"
28023,"Very shallow",1.954,0.13,6.98,5.354,90.64,0.648,0.826,33.5406666666667,9.14,13.64,98,-46.87,33.873333,-120.118333,57.9,1995,3,"Light","Oceánica"
28023,"Shallow",0.335,0.115,19.35,3.535,55.925,0.2625,1.6175,33.70075,20.8,10.3175,98,-46.87,33.873333,-120.118333,57.9,1995,3,"Intermediate","Oceánica"
28023,"Intermediate",0.1725,0.1025,23.3,2.8825,45.025,0.2025,1.915,33.8525,27.4,9.745,98,-46.87,33.873333,-120.118333,57.9,1995,3,"Intermediate","Oceánica"
28024,"Very shallow",1.0025,0.0475,1.425,5.8475,104.55,0.395,0.4325,33.49325,5.325,16.2525,110,-11.42,34.181666,-119.51,75,1995,3,"Light","Oceánica"
28024,"Shallow",1.02,0.3575,14.15,4.1275,67.175,0.585,1.305,33.5745,14.85,11.655,110,-11.42,34.181666,-119.51,75,1995,3,"Intermediate","Oceánica"
28024,"Intermediate",0.0525,0.0275,23.95,2.705,42.325,0.12,1.9425,33.8625,25.775,9.8425,110,-11.42,34.181666,-119.51,75,1995,3,"Intermediate","Oceánica"
